,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
1344,1932 Summer Olympics,Rie Vierdag,49423,Silver,1932,Summer,Female, Netherlands,27
1360,1932 Summer Olympics,Willy den Ouden,49321,Silver,1932,Summer,Female, Netherlands,27
1361,1932 Summer Olympics,Willy den Ouden,49321,Silver,1932,Summer,Female, Netherlands,27
1364,1932 Summer Olympics,Corrie Laddé,49356,Silver,1932,Summer,Female, Netherlands,27
1368,1932 Summer Olympics,Puck Oversloot,49372,Silver,1932,Summer,Female, Netherlands,27
1393,1932 Summer Olympics,Ellen Braumüller,69957,Silver,1932,Summer,Female, Germany,19
1396,1932 Summer Olympics,Tilly Fleischer,69980,Bronze,1932,Summer,Female, Germany,19
1405,1932 Summer Olympics,Janina Konarska-Słonimska,921201,Silver,1932,Summer,Female, Poland,12
1411,1932 Summer Olympics,Stanisława Walasiewicz,74664,Gold,1932,Summer,Female, Poland,12
1420,1932 Summer Olympics,Marjorie Clark,75229,Bronze,1932,Summer,Female, South Africa,7
1423,1932 Summer Olympics,Jenny Maakal,49983,Bronze,1932,Summer,Female, South Africa,7
1445,1932 Summer Olympics,Else Jacobsen,46269,Bronze,1932,Summer,Female, Denmark,22
1451,1932 Summer Olympics,Joyce Cooper,46996,Bronze,1932,Summer,Female, Great Britain,26
1456,1932 Summer Olympics,Eileen Hiscock,68677,Bronze,1932,Summer,Female, Great Britain,26
1459,1932 Summer Olympics,Gwen Porter,68759,Bronze,1932,Summer,Female, Great Britain,26
1460,1932 Summer Olympics,Ethel Johnson,68696,Bronze,1932,Summer,Female, Great Britain,26
1462,1932 Summer Olympics,Violet Webb,68808,Bronze,1932,Summer,Female, Great Britain,26
1463,1932 Summer Olympics,Nellie Halstead,68670,Bronze,1932,Summer,Female, Great Britain,26
1465,1932 Summer Olympics,Valerie Davies,47005,Bronze,1932,Summer,Female, Great Britain,26
1466,1932 Summer Olympics,Valerie Davies,47005,Bronze,1932,Summer,Female, Great Britain,26
1468,1932 Summer Olympics,Edna Hughes,47064,Bronze,1932,Summer,Female, Great Britain,26
1469,1932 Summer Olympics,Helen Varcoe,47161,Bronze,1932,Summer,Female, Great Britain,26
1474,1932 Summer Olympics,Bonnie Mealing,45093,Silver,1932,Summer,Female, Australia,5
1475,1932 Summer Olympics,Clare Dennis,45030,Gold,1932,Summer,Female, Australia,5
1519,1936 Summer Olympics,Dagmar Salén,61043,Bronze,1936,Summer,Female, Sweden,15
1522,1936 Summer Olympics,Maria Kwaśniewska,74627,Bronze,1936,Summer,Female, Poland,18
1532,1936 Summer Olympics,Stanisława Walasiewicz,74664,Silver,1936,Summer,Female, Poland,18
1540,1936 Summer Olympics,Käte Sohnemann,28568,Gold,1936,Summer,Female, Germany,56
1542,1936 Summer Olympics,Anni Steuer,70112,Silver,1936,Summer,Female, Germany,56
1546,1936 Summer Olympics,Käthe Krauß,70035,Bronze,1936,Summer,Female, Germany,56
1547,1936 Summer Olympics,Erna Bürger,28529,Gold,1936,Summer,Female, Germany,56
1548,1936 Summer Olympics,Julie Schmitt,28561,Gold,1936,Summer,Female, Germany,56
1549,1936 Summer Olympics,Friedl Iby,28537,Gold,1936,Summer,Female, Germany,56
1550,1936 Summer Olympics,Paula Pöhlsen,28554,Gold,1936,Summer,Female, Germany,56
1551,1936 Summer Olympics,Anita Bärwirth,28530,Gold,1936,Summer,Female, Germany,56
1552,1936 Summer Olympics,Isolde Frölian,28531,Gold,1936,Summer,Female, Germany,56
1563,1936 Summer Olympics,Lies Krüger,70039,Silver,1936,Summer,Female, Germany,56
1565,1936 Summer Olympics,Elfriede Kaun,70020,Bronze,1936,Summer,Female, Germany,56
1566,1936 Summer Olympics,Ursula Pollack,47721,Silver,1936,Summer,Female, Germany,56
1569,1936 Summer Olympics,Martha Genenger,47659,Silver,1936,Summer,Female, Germany,56
1572,1936 Summer Olympics,Gisela Mauermayer,70056,Gold,1936,Summer,Female, Germany,56
1573,1936 Summer Olympics,Ursula Groth,922135,Silver,1936,Summer,Female, Germany,56
1574,1936 Summer Olympics,Inge Schmitz,47735,Silver,1936,Summer,Female, Germany,56
1575,1936 Summer Olympics,Ruth Halbsguth,47662,Silver,1936,Summer,Female, Germany,56
1578,1936 Summer Olympics,Trudi Meyer,28548,Gold,1936,Summer,Female, Germany,56
1583,1936 Summer Olympics,Käthe Köhler,47698,Bronze,1936,Summer,Female, Germany,56
1588,1936 Summer Olympics,Tilly Fleischer,69980,Gold,1936,Summer,Female, Germany,56
1589,1936 Summer Olympics,Leni Lohmar,47702,Silver,1936,Summer,Female, Germany,56
1591,1936 Summer Olympics,Helene Mayer,20711,Silver,1936,Summer,Female, Germany,56
1595,1936 Summer Olympics,Paula Mollenhauer,70062,Bronze,1936,Summer,Female, Germany,56
1633,1936 Summer Olympics,Audrey Brown,68617,Silver,1936,Summer,Female, Great Britain,49
1635,1936 Summer Olympics,Barbara Burke,68619,Silver,1936,Summer,Female, Great Britain,49
1637,1936 Summer Olympics,Eileen Hiscock,68677,Silver,1936,Summer,Female, Great Britain,49
1639,1936 Summer Olympics,Violet Webb,68808,Silver,1936,Summer,Female, Great Britain,49
1650,1936 Summer Olympics,Kathleen Tiffen,68799,Silver,1936,Summer,Female, Great Britain,49
1668,1936 Summer Olympics,Lillian Chalmers,923186,Silver,1936,Summer,Female, Great Britain,49
1669,1936 Summer Olympics,Violet Olney,68747,Silver,1936,Summer,Female, Great Britain,49
1670,1936 Summer Olympics,Grethe Whitehead,68812,Silver,1936,Summer,Female, Great Britain,49
1679,1936 Summer Olympics,Helen Stephens,77976,Gold,1936,Summer,Female, United States,62
1694,1936 Summer Olympics,Annette Rogers,77955,Gold,1936,Summer,Female, United States,62
1696,1936 Summer Olympics,Louise Stokes,923148,Gold,1936,Summer,Female, United States,62
1699,1936 Summer Olympics,Katherine Rawls,51164,Bronze,1936,Summer,Female, United States,62
1700,1936 Summer Olympics,Helen Stephens,77976,Gold,1936,Summer,Female, United States,62
1703,1936 Summer Olympics,Harriet Bland,77760,Gold,1936,Summer,Female, United States,62
1706,1936 Summer Olympics,Alice Bridges,50975,Bronze,1936,Summer,Female, United States,62
1708,1936 Summer Olympics,Dorothy Schiller,51179,Bronze,1936,Summer,Female, United States,62
1709,1936 Summer Olympics,Elizabeth Ryan,51175,Bronze,1936,Summer,Female, United States,62
1710,1936 Summer Olympics,Mavis Freeman,51024,Bronze,1936,Summer,Female, United States,62
1714,1936 Summer Olympics,Lenore Kight-Wingard,51082,Bronze,1936,Summer,Female, United States,62
1715,1936 Summer Olympics,Bernice Lapp,51096,Bronze,1936,Summer,Female, United States,62
1717,1936 Summer Olympics,Olive McKean,51115,Bronze,1936,Summer,Female, United States,62
1721,1936 Summer Olympics,Velma Dunn,51008,Silver,1936,Summer,Female, United States,62
1722,1936 Summer Olympics,Dorothy Poynton-Hill,51157,Gold,1936,Summer,Female, United States,62
1723,1936 Summer Olympics,Dorothy Poynton-Hill,51157,Bronze,1936,Summer,Female, United States,62
1724,1936 Summer Olympics,Marjorie Gestring,51028,Gold,1936,Summer,Female, United States,62
1732,1936 Summer Olympics,Jo Warren,923232,Gold,1936,Summer,Female, United States,62
1735,1936 Summer Olympics,Katherine Rawls,51164,Silver,1936,Summer,Female, United States,62
1736,1936 Summer Olympics,Betty Robinson,77953,Gold,1936,Summer,Female, United States,62
1737,1936 Summer Olympics,Olive Hasenfus,923113,Gold,1936,Summer,Female, United States,62
1758,1936 Summer Olympics,Ondina Valla,71824,Gold,1936,Summer,Female, Italy,22
1790,1936 Summer Olympics,Hideko Maehata,48658,Gold,1936,Summer,Female, Japan,25
1819,1936 Summer Olympics,Jeanette Campbell,44924,Silver,1936,Summer,Female, Argentina,2
1821,1936 Summer Olympics,Betty Taylor,65928,Bronze,1936,Summer,Female, Canada,34
1822,1936 Summer Olympics,Aileen Meagher,65888,Bronze,1936,Summer,Female, Canada,34
1825,1936 Summer Olympics,Jeanette Dolson,65840,Bronze,1936,Summer,Female, Canada,34
1827,1936 Summer Olympics,Hilda Cameron,65826,Bronze,1936,Summer,Female, Canada,34
1829,1936 Summer Olympics,Roxy Atkins,65811,Bronze,1936,Summer,Female, Canada,34
1830,1936 Summer Olympics,Betty Taylor,65928,Bronze,1936,Summer,Female, Canada,34
1831,1936 Summer Olympics,Dot Brookshaw,65822,Bronze,1936,Summer,Female, Canada,34
1890,1936 Summer Olympics,Ragnhild Hveger,46268,Silver,1936,Summer,Female, Denmark,19
1900,1936 Summer Olympics,Inge Sørensen,46308,Bronze,1936,Summer,Female, Denmark,19
1913,1936 Summer Olympics,Gabriella Mészáros,28643,Bronze,1936,Summer,Female, Hungary,23
1914,1936 Summer Olympics,Eszter Voit,28669,Bronze,1936,Summer,Female, Hungary,23
1915,1936 Summer Olympics,Olga Tőrös,28666,Bronze,1936,Summer,Female, Hungary,23
1916,1936 Summer Olympics,Ilona Madary,28639,Bronze,1936,Summer,Female, Hungary,23
1917,1936 Summer Olympics,Margit Kalocsai,28627,Bronze,1936,Summer,Female, Hungary,23
1918,1936 Summer Olympics,Ibolya Csák,71035,Gold,1936,Summer,Female, Hungary,23
1919,1936 Summer Olympics,Ilona Elek-Schacherer,20737,Gold,1936,Summer,Female, Hungary,23
1933,1936 Summer Olympics,Margit Csillik,28609,Bronze,1936,Summer,Female, Hungary,23
1934,1936 Summer Olympics,Judit Tóth,28663,Bronze,1936,Summer,Female, Hungary,23
1960,1936 Summer Olympics,Vlasta Foltová,29122,Silver,1936,Summer,Female, Czechoslovakia,19
1961,1936 Summer Olympics,Vlasta Děkanová,29118,Silver,1936,Summer,Female, Czechoslovakia,19
1962,1936 Summer Olympics,Zdeňka Veřmiřovská,29162,Silver,1936,Summer,Female, Czechoslovakia,19
1963,1936 Summer Olympics,Matylda Pálfyová,29135,Silver,1936,Summer,Female, Czechoslovakia,19
1964,1936 Summer Olympics,Anna Hřebřinová,29125,Silver,1936,Summer,Female, Czechoslovakia,19
1965,1936 Summer Olympics,Božena Dobešová,29119,Silver,1936,Summer,Female, Czechoslovakia,19
1966,1936 Summer Olympics,Marie Větrovská,29163,Silver,1936,Summer,Female, Czechoslovakia,19
1967,1936 Summer Olympics,Jaroslava Bajerová,29108,Silver,1936,Summer,Female, Czechoslovakia,19
1975,1936 Summer Olympics,Hettie Dyhrenfurth,902125,Gold,1936,Summer,Female, Switzerland,8
1985,1936 Summer Olympics,Rie Mastenbroek,49366,Gold,1936,Summer,Female, Netherlands,33
1986,1936 Summer Olympics,Rie Mastenbroek,49366,Gold,1936,Summer,Female, Netherlands,33
1987,1936 Summer Olympics,Rie Mastenbroek,49366,Gold,1936,Summer,Female, Netherlands,33
1988,1936 Summer Olympics,Rie Mastenbroek,49366,Silver,1936,Summer,Female, Netherlands,33
1996,1936 Summer Olympics,Tini Wagner,49427,Gold,1936,Summer,Female, Netherlands,33
1997,1936 Summer Olympics,Willy den Ouden,49321,Gold,1936,Summer,Female, Netherlands,33
2000,1936 Summer Olympics,Ans Timmermans,49396,Gold,1936,Summer,Female, Netherlands,33
2001,1936 Summer Olympics,Jopie Selbach,49383,Gold,1936,Summer,Female, Netherlands,33
2002,1936 Summer Olympics,Sonja Sieberg,922285,Gold,1936,Summer,Female, Netherlands,33
2003,1936 Summer Olympics,Nida Senff,49384,Gold,1936,Summer,Female, Netherlands,33
2023,1948 Summer Olympics,June Maston,64549,Silver,1948,Summer,Female, Australia,17
2024,1948 Summer Olympics,Judy Canty,64496,Silver,1948,Summer,Female, Australia,17
2027,1948 Summer Olympics,Betty McKinnon,64553,Silver,1948,Summer,Female, Australia,17
2032,1948 Summer Olympics,Judy Canty,64496,Silver,1948,Summer,Female, Australia,17
2037,1948 Summer Olympics,Nancy Lyons,45080,Silver,1948,Summer,Female, Australia,17
2038,1948 Summer Olympics,Judy-Joy Davies,45023,Bronze,1948,Summer,Female, Australia,17
2039,1948 Summer Olympics,Joyce King,64536,Silver,1948,Summer,Female, Australia,17
2040,1948 Summer Olympics,Miloslava Misáková,29133,Gold,1948,Summer,Female, Czechoslovakia,13
2041,1948 Summer Olympics,Zdeňka Veřmiřovská,29162,Gold,1948,Summer,Female, Czechoslovakia,13
2043,1948 Summer Olympics,Zdeňka Honsová,29124,Gold,1948,Summer,Female, Czechoslovakia,13
2044,1948 Summer Olympics,Věra Růžičková,29144,Gold,1948,Summer,Female, Czechoslovakia,13
2045,1948 Summer Olympics,Božena Srncová,29154,Gold,1948,Summer,Female, Czechoslovakia,13
2046,1948 Summer Olympics,Milena Müllerová,29134,Gold,1948,Summer,Female, Czechoslovakia,13
2047,1948 Summer Olympics,Marie Kovářová,29128,Gold,1948,Summer,Female, Czechoslovakia,13
2052,1948 Summer Olympics,Olga Šilhánová,29148,Gold,1948,Summer,Female, Czechoslovakia,13
2053,1948 Summer Olympics,Herma Bauma,64833,Gold,1948,Summer,Female, Austria,43
2069,1948 Summer Olympics,Fritzi Schwingl,9053,Bronze,1948,Summer,Female, Austria,43
2076,1948 Summer Olympics,Ellen Müller-Preis,20521,Bronze,1948,Summer,Female, Austria,43
2085,1948 Summer Olympics,Ine Schäffer,64868,Bronze,1948,Summer,Female, Austria,43
2096,1948 Summer Olympics,Letitia Hamilton,920793,Bronze,1948,Summer,Female, Ireland,7
2104,1948 Summer Olympics,Gunvor Kraft-Borup,922046,Silver,1948,Summer,Female, Denmark,27
2105,1948 Summer Olympics,Fritze Carstensen,46259,Silver,1948,Summer,Female, Denmark,27
2116,1948 Summer Olympics,Karen Hoff,9413,Gold,1948,Summer,Female, Denmark,27
2118,1948 Summer Olympics,Greta Andersen,46251,Gold,1948,Summer,Female, Denmark,27
2120,1948 Summer Olympics,Greta Andersen,46251,Silver,1948,Summer,Female, Denmark,27
2122,1948 Summer Olympics,Karen Margrethe Harup,46267,Silver,1948,Summer,Female, Denmark,27
2123,1948 Summer Olympics,Karen Margrethe Harup,46267,Silver,1948,Summer,Female, Denmark,27
2124,1948 Summer Olympics,Karen Margrethe Harup,46267,Gold,1948,Summer,Female, Denmark,27
2127,1948 Summer Olympics,Elvi Svendsen,46307,Silver,1948,Summer,Female, Denmark,27
2128,1948 Summer Olympics,Karen Lachmann,20594,Silver,1948,Summer,Female, Denmark,27
2171,1948 Summer Olympics,Olga Gyarmati,71041,Gold,1948,Summer,Female, Hungary,34
2175,1948 Summer Olympics,Éva Földes,920766,Bronze,1948,Summer,Female, Hungary,34
2176,1948 Summer Olympics,Mária Kövi-Zalai,28636,Silver,1948,Summer,Female, Hungary,34
2177,1948 Summer Olympics,Erzsébet Balázs,28601,Silver,1948,Summer,Female, Hungary,34
2178,1948 Summer Olympics,Anna Fehér,28614,Silver,1948,Summer,Female, Hungary,34
2179,1948 Summer Olympics,Margit Nagy-Sándor,28650,Silver,1948,Summer,Female, Hungary,34
2185,1948 Summer Olympics,Erzsébet Gulyás-Köteles,28619,Silver,1948,Summer,Female, Hungary,34
2213,1948 Summer Olympics,Ann-Britt Leyman,75998,Bronze,1948,Summer,Female, Sweden,26
2234,1948 Summer Olympics,Rosamund Fletcher,920472,Bronze,1948,Summer,Female, Great Britain,110
2248,1948 Summer Olympics,Dorothy Manley,68721,Silver,1948,Summer,Female, Great Britain,110
2279,1948 Summer Olympics,Audrey Williamson,68816,Silver,1948,Summer,Female, Great Britain,110
2295,1948 Summer Olympics,Cathie Gibson,47028,Bronze,1948,Summer,Female, Great Britain,110
2309,1948 Summer Olympics,Maureen Gardner,68659,Silver,1948,Summer,Female, Great Britain,110
2337,1948 Summer Olympics,Pat Jones,65866,Bronze,1948,Summer,Female, Great Britain,110
2338,1948 Summer Olympics,Donna Gilmore,65855,Bronze,1948,Summer,Female, Canada,37
2357,1948 Summer Olympics,Viola Myers,65892,Bronze,1948,Summer,Female, Canada,37
2359,1948 Summer Olympics,Pat Jones,65866,Bronze,1948,Summer,Female, Canada,37
2362,1948 Summer Olympics,Millie Cheater,65831,Bronze,1948,Summer,Female, Canada,37
2364,1948 Summer Olympics,Diane Foster,65847,Bronze,1948,Summer,Female, Canada,37
2366,1948 Summer Olympics,Nancy Mackay,65877,Bronze,1948,Summer,Female, Canada,37
2367,1948 Summer Olympics,Elaine Silburn,65919,Bronze,1948,Summer,Female, Canada,37
2376,1948 Summer Olympics,Fanny Blankers-Koen,73711,Gold,1948,Summer,Female, Netherlands,46
2377,1948 Summer Olympics,Fanny Blankers-Koen,73711,Gold,1948,Summer,Female, Netherlands,46
2378,1948 Summer Olympics,Fanny Blankers-Koen,73711,Gold,1948,Summer,Female, Netherlands,46
2379,1948 Summer Olympics,Fanny Blankers-Koen,73711,Gold,1948,Summer,Female, Netherlands,46
2383,1948 Summer Olympics,Xenia Stad-de Jong,73757,Gold,1948,Summer,Female, Netherlands,46
2386,1948 Summer Olympics,Gré de Jongh,73721,Gold,1948,Summer,Female, Netherlands,46
2390,1948 Summer Olympics,Gerda van der Kade-Koudijs,73768,Gold,1948,Summer,Female, Netherlands,46
2392,1948 Summer Olympics,Nettie Witziers-Timmer,73780,Gold,1948,Summer,Female, Netherlands,46
2405,1948 Summer Olympics,Lida van der Anker-Doedens,10346,Silver,1948,Summer,Female, Netherlands,46
2412,1948 Summer Olympics,Hannie Termeulen,49393,Bronze,1948,Summer,Female, Netherlands,46
2413,1948 Summer Olympics,Margot Marsman,49364,Bronze,1948,Summer,Female, Netherlands,46
2414,1948 Summer Olympics,Wil Langerveld,922282,Bronze,1948,Summer,Female, Netherlands,46
2418,1948 Summer Olympics,Nel van Vliet,49418,Gold,1948,Summer,Female, Netherlands,46
2456,1948 Summer Olympics,Noemí Simonetto de Portela,64379,Silver,1948,Summer,Female, Argentina,22
2506,1948 Summer Olympics,Jacqueline Mazéas,67980,Bronze,1948,Summer,Female, France,53
2514,1948 Summer Olympics,Micheline Ostermeyer,67992,Gold,1948,Summer,Female, France,53
2515,1948 Summer Olympics,Micheline Ostermeyer,67992,Gold,1948,Summer,Female, France,53
2516,1948 Summer Olympics,Micheline Ostermeyer,67992,Bronze,1948,Summer,Female, France,53
2552,1948 Summer Olympics,Helen Schifano,29281,Bronze,1948,Summer,Female, United States,59
2553,1948 Summer Olympics,Meta Elste,29241,Bronze,1948,Summer,Female, United States,59
2554,1948 Summer Olympics,Marian Barone,29223,Bronze,1948,Summer,Female, United States,59
2555,1948 Summer Olympics,Laddie Bakanic,29221,Bronze,1948,Summer,Female, United States,59
2556,1948 Summer Olympics,Anita Simonis,29285,Bronze,1948,Summer,Female, United States,59
2557,1948 Summer Olympics,Dorothy Dalton,29235,Bronze,1948,Summer,Female, United States,59
2559,1948 Summer Olympics,Mickey Patterson,77934,Bronze,1948,Summer,Female, United States,59
2575,1948 Summer Olympics,Ann Curtis,51000,Silver,1948,Summer,Female, United States,59
2576,1948 Summer Olympics,Ann Curtis,51000,Gold,1948,Summer,Female, United States,59
2577,1948 Summer Olympics,Ann Curtis,51000,Gold,1948,Summer,Female, United States,59
2579,1948 Summer Olympics,Marie Corridon,50997,Gold,1948,Summer,Female, United States,59
2582,1948 Summer Olympics,Brenda Helser,51054,Gold,1948,Summer,Female, United States,59
2584,1948 Summer Olympics,Thelma Kalama,51077,Gold,1948,Summer,Female, United States,59
2585,1948 Summer Olympics,Jackie LaVine,51090,Gold,1948,Summer,Female, United States,59
2586,1948 Summer Olympics,Pat Healy,922341,Gold,1948,Summer,Female, United States,59
2587,1948 Summer Olympics,Suzanne Zimmerman,51250,Silver,1948,Summer,Female, United States,59
2595,1948 Summer Olympics,Patsy Elsener,51012,Bronze,1948,Summer,Female, United States,59
2600,1948 Summer Olympics,Alice Coachman,77790,Gold,1948,Summer,Female, United States,59
2608,1948 Summer Olympics,Vicki Draves,51006,Gold,1948,Summer,Female, United States,59
2609,1948 Summer Olympics,Vicki Draves,51006,Gold,1948,Summer,Female, United States,59
2610,1948 Summer Olympics,Patsy Elsener,51012,Silver,1948,Summer,Female, United States,59
2611,1948 Summer Olympics,Aale Tynni,920262,Gold,1948,Summer,Female, Finland,7
2615,1948 Summer Olympics,Kaisa Parviainen,67511,Silver,1948,Summer,Female, Finland,7
